timestamp,pm2_5,pm10,co,no2,o3,so2,aqi,air_quality
2025-01-03 04:00:00,33.72,55.97,2029.42,37.36,5.54,19.07,3.0,Moderate
2025-01-03 05:00:00,15.37,26.72,1108.17,25.36,10.64,15.74,2.0,Fair
2025-01-03 06:00:00,17.39,27.05,1054.76,29.47,18.6,20.03,2.0,Fair
2025-01-03 07:00:00,28.89,39.85,1268.39,41.81,31.83,30.99,3.0,Moderate
2025-01-03 08:00:00,40.32,52.87,1482.01,50.04,50.78,37.67,3.0,Moderate
2025-01-03 09:00:00,44.45,57.54,1682.28,53.47,60.8,37.67,3.0,Moderate
2025-01-03 10:00:00,49.08,63.14,2349.85,73.34,40.41,41.48,3.0,Moderate
2025-01-03 11:00:00,59.62,77.73,3337.86,95.96,7.42,47.68,4.0,Poor
2025-01-03 12:00:00,71.24,96.5,3738.4,87.74,0.17,48.16,4.0,Poor
2025-01-03 13:00:00,114.78,162.13,5500.79,80.2,0.0,53.41,5.0,Very Poor
2025-01-03 14:00:00,179.8,260.17,7797.24,76.77,0.0,56.74,5.0,Very Poor
2025-01-03 15:00:00,227.9,338.95,9078.98,71.97,0.0,53.41,5.0,Very Poor
2025-01-03 16:00:00,244.37,376.81,9719.85,66.49,0.0,49.11,5.0,Very Poor
2025-01-03 17:00:00,233.79,371.82,9719.85,61.69,0.0,44.35,5.0,Very Poor
2025-01-03 18:00:00,230.05,375.55,9292.6,58.26,0.0,39.1,5.0,Very Poor
2025-01-03 19:00:00,220.15,367.56,8117.68,52.78,0.0,33.38,5.0,Very Poor
2025-01-03 20:00:00,213.37,358.97,7263.18,48.67,0.0,28.37,5.0,Very Poor
2025-01-03 21:00:00,225.89,371.5,7156.37,47.3,0.0,25.99,5.0,Very Poor
2025-01-03 22:00:00,249.67,395.26,7583.62,48.67,0.0,25.03,5.0,Very Poor
2025-01-03 23:00:00,232.9,361.75,7263.18,43.87,0.0,23.37,5.0,Very Poor
2025-01-04 00:00:00,198.78,304.42,7049.56,37.01,0.42,28.85,5.0,Very Poor
2025-01-04 01:00:00,126.18,193.74,5714.42,35.3,1.92,33.38,5.0,Very Poor
2025-01-04 02:00:00,95.81,151.3,5233.76,41.47,2.73,36.72,5.0,Very Poor
2025-01-04 03:00:00,62.89,108.12,3578.19,39.76,2.3,30.99,4.0,Poor
2025-01-04 04:00:00,12.34,23.94,1014.71,18.51,8.23,10.13,2.0,Fair
2025-01-04 05:00:00,6.87,12.73,741.0,12.17,15.38,7.15,1.0,Good
2025-01-04 06:00:00,6.19,11.06,741.0,11.65,20.56,6.97,1.0,Good
2025-01-04 07:00:00,5.88,10.21,747.68,12.17,23.96,6.68,1.0,Good
2025-01-04 08:00:00,5.53,9.56,747.68,13.54,20.03,6.62,1.0,Good
2025-01-04 09:00:00,5.27,9.16,781.06,15.59,11.8,6.85,1.0,Good
2025-01-04 10:00:00,6.18,11.34,947.95,18.68,4.43,8.34,1.0,Good
2025-01-04 11:00:00,8.14,15.76,1108.17,19.19,1.03,10.13,1.0,Good
2025-01-04 12:00:00,10.42,21.08,1121.52,17.48,0.32,10.49,2.0,Fair
2025-01-04 13:00:00,32.07,59.16,2189.64,18.85,0.01,18.6,3.0,Moderate
2025-01-04 14:00:00,58.41,106.01,3150.94,20.56,0.0,23.6,4.0,Poor
2025-01-04 15:00:00,72.65,133.29,3417.97,20.91,0.0,23.37,4.0,Poor
2025-01-04 16:00:00,74.16,138.52,3471.37,20.39,0.0,21.7,4.0,Poor
2025-01-04 17:00:00,63.33,123.02,3150.94,19.19,0.0,17.88,4.0,Poor
2025-01-04 18:00:00,54.52,108.6,2590.18,17.48,0.0,13.83,4.0,Poor
2025-01-04 19:00:00,44.84,90.07,1922.61,15.42,0.0,10.37,3.0,Moderate
2025-01-04 20:00:00,37.38,73.75,1455.31,13.88,0.0,8.58,3.0,Moderate
2025-01-04 21:00:00,34.49,65.73,1281.74,13.02,0.01,8.23,3.0,Moderate
2025-01-04 22:00:00,34.11,63.5,1281.74,12.68,0.01,8.82,3.0,Moderate
2025-01-04 23:00:00,32.37,58.97,1401.9,13.02,0.01,10.37,3.0,Moderate
2025-01-05 00:00:00,39.2,66.73,2136.23,14.74,0.28,16.69,3.0,Moderate
2025-01-05 01:00:00,43.56,72.03,2964.02,18.34,1.3,24.32,3.0,Moderate
2025-01-05 02:00:00,49.28,82.4,3337.86,25.7,4.34,28.61,3.0,Moderate
2025-01-05 03:00:00,47.11,81.62,2750.4,38.04,20.21,25.99,3.0,Moderate
2025-01-05 04:00:00,15.84,27.99,1068.12,17.65,43.99,10.97,2.0,Fair
2025-01-05 05:00:00,9.49,16.16,801.09,13.19,44.35,7.87,1.0,Good
2025-01-05 06:00:00,7.83,13.27,801.09,15.42,34.33,7.87,1.0,Good
2025-01-05 07:00:00,7.01,12.16,834.47,17.82,22.71,7.87,1.0,Good
2025-01-05 08:00:00,7.66,13.22,907.9,20.56,16.63,8.82,1.0,Good
2025-01-05 09:00:00,8.8,14.71,1041.41,24.68,10.64,10.01,1.0,Good
2025-01-05 10:00:00,17.9,28.07,1949.31,33.59,3.0,16.69,2.0,Fair
2025-01-05 11:00:00,36.0,55.62,3524.78,38.04,0.17,27.18,3.0,Moderate
2025-01-05 12:00:00,51.69,82.07,4112.24,36.33,0.0,29.8,4.0,Poor
2025-01-05 13:00:00,86.14,136.6,5233.76,37.36,0.0,35.29,5.0,Very Poor
2025-01-05 14:00:00,140.94,223.11,6942.75,42.16,0.0,41.01,5.0,Very Poor
2025-01-05 15:00:00,192.54,307.33,8224.49,45.93,0.0,43.39,5.0,Very Poor
2025-01-05 16:00:00,210.05,342.53,8544.92,45.93,0.0,41.48,5.0,Very Poor
2025-01-05 17:00:00,178.79,300.09,7476.81,42.5,0.0,32.9,5.0,Very Poor
2025-01-05 18:00:00,151.44,259.69,6195.07,38.04,0.0,26.7,5.0,Very Poor
2025-01-05 19:00:00,120.93,213.34,4592.9,30.85,0.0,20.27,5.0,Very Poor
2025-01-05 20:00:00,110.39,197.2,3685.0,26.05,0.0,17.4,5.0,Very Poor
2025-01-05 21:00:00,118.84,210.29,3524.78,23.99,0.0,18.12,5.0,Very Poor
2025-01-05 22:00:00,142.24,245.78,4005.43,24.68,0.0,20.74,5.0,Very Poor
2025-01-05 23:00:00,144.24,244.99,4325.87,25.02,0.0,22.41,5.0,Very Poor
2025-01-06 00:00:00,147.93,241.23,5500.79,27.76,0.23,31.95,5.0,Very Poor
2025-01-06 01:00:00,120.15,191.12,6034.85,32.9,1.07,42.44,5.0,Very Poor
2025-01-06 02:00:00,120.78,188.97,6835.94,47.3,2.37,52.45,5.0,Very Poor
2025-01-06 03:00:00,111.23,177.6,6141.66,67.86,4.87,54.36,5.0,Very Poor
2025-01-06 04:00:00,31.01,54.22,2029.42,42.5,0.6,23.37,3.0,Moderate
2025-01-06 05:00:00,15.03,26.78,1188.28,29.82,0.89,17.88,2.0,Fair
2025-01-06 06:00:00,12.86,21.83,1068.12,28.79,1.06,20.03,2.0,Fair
2025-01-06 07:00:00,12.88,20.59,1054.76,29.82,1.63,21.7,2.0,Fair
2025-01-06 08:00:00,13.66,21.43,1174.93,31.19,2.03,19.31,2.0,Fair
2025-01-06 09:00:00,13.99,21.81,1335.14,32.22,2.12,16.21,2.0,Fair
2025-01-06 10:00:00,20.52,31.24,2082.82,34.62,0.37,20.98,2.0,Fair
2025-01-06 11:00:00,38.02,56.42,3578.19,37.7,0.01,30.28,3.0,Moderate
2025-01-06 12:00:00,57.71,85.67,4325.87,40.44,0.0,33.38,4.0,Poor
2025-01-06 13:00:00,83.3,122.44,4859.92,42.5,0.0,35.76,5.0,Very Poor
2025-01-06 14:00:00,96.57,145.02,4806.52,40.44,0.0,34.81,5.0,Very Poor
2025-01-06 15:00:00,97.12,150.7,4325.87,34.96,0.0,30.52,5.0,Very Poor
2025-01-06 16:00:00,81.13,134.25,3631.59,28.79,0.0,26.23,5.0,Very Poor
2025-01-06 17:00:00,51.03,92.05,2563.48,23.65,0.0,19.79,4.0,Poor
2025-01-06 18:00:00,30.7,59.39,1615.52,19.36,0.0,14.54,3.0,Moderate
2025-01-06 19:00:00,19.77,39.88,988.01,16.28,0.06,10.97,2.0,Fair
2025-01-06 20:00:00,16.66,32.6,787.73,14.91,0.17,9.78,2.0,Fair
2025-01-06 21:00:00,16.16,30.85,741.0,14.74,0.21,9.89,2.0,Fair
2025-01-06 22:00:00,16.34,30.82,761.03,14.91,0.14,10.97,2.0,Fair
2025-01-06 23:00:00,18.53,34.09,921.25,15.25,0.04,12.87,2.0,Fair
2025-01-07 00:00:00,30.83,52.67,1708.98,16.79,0.34,19.07,3.0,Moderate
2025-01-07 01:00:00,45.66,74.94,2964.02,20.56,0.49,29.09,3.0,Moderate
2025-01-07 02:00:00,46.12,78.39,3177.64,22.96,0.61,33.86,3.0,Moderate
2025-01-07 03:00:00,35.63,63.92,2429.96,23.65,1.42,32.42,3.0,Moderate
2025-01-07 04:00:00,15.37,26.49,1041.41,20.05,5.63,18.36,2.0,Fair
2025-01-07 05:00:00,12.78,20.11,881.2,19.54,14.31,16.45,2.0,Fair
2025-01-07 06:00:00,13.96,20.88,934.6,21.42,27.89,16.21,2.0,Fair
2025-01-07 07:00:00,15.91,23.41,988.01,23.99,40.77,15.74,2.0,Fair
2025-01-07 08:00:00,16.6,24.56,1028.06,28.1,38.27,15.97,2.0,Fair
2025-01-07 09:00:00,15.78,23.52,1094.82,33.59,22.71,16.45,2.0,Fair
2025-01-07 10:00:00,21.1,30.92,1789.09,44.55,2.39,22.65,2.0,Fair
2025-01-07 11:00:00,35.17,51.03,3070.83,40.44,0.02,29.56,3.0,Moderate
2025-01-07 12:00:00,49.82,73.83,3631.59,33.93,0.0,30.52,3.0,Moderate
2025-01-07 13:00:00,68.01,102.02,3898.62,30.16,0.0,30.52,4.0,Poor
2025-01-07 14:00:00,76.93,120.72,3685.0,27.42,0.0,29.33,5.0,Very Poor
2025-01-07 15:00:00,80.07,129.92,3391.27,24.33,0.0,26.7,5.0,Very Poor
2025-01-07 16:00:00,70.6,114.39,3017.43,21.93,0.0,23.6,4.0,Poor
2025-01-07 17:00:00,49.83,76.86,2376.56,19.54,0.0,18.6,3.0,Moderate
2025-01-07 18:00:00,36.2,52.52,1695.63,17.65,0.0,15.14,3.0,Moderate
2025-01-07 19:00:00,31.01,43.72,1281.74,16.62,0.0,12.64,3.0,Moderate
2025-01-07 20:00:00,32.94,45.65,1228.33,16.28,0.0,12.52,3.0,Moderate
2025-01-07 21:00:00,36.06,50.16,1228.33,16.62,0.0,13.95,3.0,Moderate
2025-01-07 22:00:00,42.02,59.27,1401.9,17.31,0.0,15.97,3.0,Moderate
2025-01-07 23:00:00,53.89,77.65,1922.61,18.51,0.0,19.07,4.0,Poor
2025-01-08 00:00:00,95.9,136.9,4058.84,22.62,0.03,30.99,5.0,Very Poor
2025-01-08 01:00:00,161.1,222.6,8224.49,33.24,0.17,53.41,5.0,Very Poor
2025-01-08 02:00:00,183.74,251.77,10040.28,42.84,0.26,61.99,5.0,Very Poor
2025-01-08 03:00:00,136.81,191.83,7263.18,45.24,0.55,51.02,5.0,Very Poor
2025-01-08 04:00:00,40.99,60.91,2109.53,40.1,2.53,28.61,3.0,Moderate
2025-01-08 05:00:00,20.7,32.1,1228.33,35.64,12.16,23.13,2.0,Fair
2025-01-08 06:00:00,16.6,26.05,1081.47,32.56,28.61,23.37,2.0,Fair
2025-01-08 07:00:00,13.33,21.21,934.6,23.65,49.35,17.64,2.0,Fair
2025-01-08 08:00:00,15.75,24.61,1028.06,23.99,65.09,18.12,2.0,Fair
2025-01-08 09:00:00,19.17,28.93,1214.98,28.45,73.67,20.27,2.0,Fair
2025-01-08 10:00:00,31.61,45.96,2243.04,56.89,55.07,28.61,3.0,Moderate
2025-01-08 11:00:00,57.17,81.94,4058.84,104.19,11.0,40.53,4.0,Poor
2025-01-08 12:00:00,89.49,127.45,5073.55,117.9,0.04,48.16,5.0,Very Poor
2025-01-08 13:00:00,186.11,257.07,8544.92,135.72,0.0,64.85,5.0,Very Poor
2025-01-08 14:00:00,312.23,425.99,12390.14,148.06,0.0,73.43,5.0,Very Poor
2025-01-08 15:00:00,369.63,505.7,13351.44,139.83,0.0,71.53,5.0,Very Poor
2025-01-08 16:00:00,334.07,457.07,12283.33,117.9,0.0,63.9,5.0,Very Poor
2025-01-08 17:00:00,251.9,343.21,10147.09,97.33,0.0,47.68,5.0,Very Poor
2025-01-08 18:00:00,169.8,231.29,7049.56,75.4,0.0,31.95,5.0,Very Poor
2025-01-08 19:00:00,66.36,94.79,2616.88,43.18,0.0,18.6,4.0,Poor
2025-01-08 20:00:00,56.71,81.41,1949.31,33.93,0.0,16.45,4.0,Poor
2025-01-08 21:00:00,58.54,82.07,1842.5,30.5,0.0,16.69,4.0,Poor
2025-01-08 22:00:00,60.42,81.86,1895.9,28.1,0.0,18.6,4.0,Poor
2025-01-08 23:00:00,64.07,86.91,2189.64,27.08,0.0,22.65,4.0,Poor
2025-01-09 00:00:00,95.13,132.41,3898.62,30.16,0.02,34.81,5.0,Very Poor
2025-01-09 01:00:00,139.12,188.52,7156.37,39.41,0.07,52.93,5.0,Very Poor
2025-01-09 02:00:00,155.43,207.16,8544.92,47.98,0.19,60.08,5.0,Very Poor
2025-01-09 03:00:00,136.39,183.0,7156.37,55.52,0.68,57.22,5.0,Very Poor
2025-01-09 04:00:00,77.81,106.52,4005.43,57.58,0.87,42.92,5.0,Very Poor
2025-01-09 05:00:00,52.97,74.45,2857.21,57.58,1.99,35.76,4.0,Poor
2025-01-09 06:00:00,41.37,57.74,2323.15,61.69,6.08,31.95,3.0,Moderate
2025-01-09 07:00:00,35.54,49.11,1949.31,53.47,36.48,26.94,3.0,Moderate
2025-01-09 08:00:00,34.71,46.89,1789.09,50.04,63.66,26.23,3.0,Moderate
2025-01-09 09:00:00,33.56,44.93,1842.5,52.09,63.66,28.13,3.0,Moderate
2025-01-09 10:00:00,49.44,66.29,3471.37,89.11,20.38,38.15,3.0,Moderate
2025-01-09 11:00:00,90.8,122.1,6675.72,106.93,0.59,52.45,5.0,Very Poor
2025-01-09 12:00:00,138.86,190.66,8651.73,105.56,0.0,57.7,5.0,Very Poor
2025-01-09 13:00:00,180.6,248.71,9292.6,108.3,0.0,59.13,5.0,Very Poor
2025-01-09 14:00:00,190.35,265.01,8438.11,102.82,0.0,54.36,5.0,Very Poor
2025-01-09 15:00:00,183.34,260.82,7263.18,93.22,0.0,48.64,5.0,Very Poor
2025-01-09 16:00:00,181.62,259.12,6942.75,87.05,0.0,45.3,5.0,Very Poor
2025-01-09 17:00:00,169.9,238.09,6782.53,85.68,0.0,37.19,5.0,Very Poor
2025-01-09 18:00:00,139.59,190.58,5661.01,78.83,0.0,27.42,5.0,Very Poor
2025-01-09 19:00:00,107.02,140.3,4112.24,67.17,0.0,18.12,5.0,Very Poor
2025-01-09 20:00:00,91.75,118.47,3177.64,58.95,0.01,14.31,5.0,Very Poor
2025-01-09 21:00:00,93.77,121.62,2910.61,54.15,0.01,14.42,5.0,Very Poor
2025-01-09 22:00:00,94.72,122.31,2750.4,53.47,0.02,16.21,5.0,Very Poor
2025-01-09 23:00:00,101.76,133.07,3017.43,51.41,0.0,19.55,5.0,Very Poor
2025-01-10 00:00:00,146.92,196.38,5233.76,52.78,0.1,32.42,5.0,Very Poor
2025-01-10 01:00:00,217.44,288.31,9826.66,65.12,0.54,56.74,5.0,Very Poor
2025-01-10 02:00:00,255.32,337.36,12603.76,94.59,2.19,70.57,5.0,Very Poor
2025-01-10 03:00:00,204.0,274.89,9719.85,134.35,12.16,61.99,5.0,Very Poor
2025-01-10 04:00:00,34.41,52.73,1695.63,42.5,61.51,25.51,3.0,Moderate
2025-01-10 05:00:00,16.52,27.77,921.25,22.62,85.12,19.55,2.0,Fair
2025-01-10 06:00:00,13.98,22.96,847.82,20.22,94.41,18.6,2.0,Fair
2025-01-10 07:00:00,12.49,20.13,841.14,19.54,94.41,16.93,2.0,Fair
2025-01-10 08:00:00,12.16,19.65,881.2,22.28,82.97,16.69,2.0,Fair
2025-01-10 09:00:00,13.31,21.07,988.01,28.1,69.38,18.84,2.0,Fair
2025-01-10 10:00:00,20.51,30.83,1615.52,51.41,40.77,29.09,2.0,Fair
2025-01-10 11:00:00,33.96,49.86,2590.18,77.46,9.83,35.76,3.0,Moderate
2025-01-10 12:00:00,48.77,71.37,3097.53,79.51,0.75,34.33,3.0,Moderate
2025-01-10 13:00:00,95.27,136.53,4806.52,82.94,0.01,41.01,5.0,Very Poor
2025-01-10 14:00:00,157.07,220.6,6622.31,87.74,0.0,45.78,5.0,Very Poor
2025-01-10 15:00:00,197.02,273.53,7263.18,90.48,0.0,44.82,5.0,Very Poor
2025-01-10 16:00:00,198.56,276.89,7156.37,91.85,0.0,41.01,5.0,Very Poor
2025-01-10 17:00:00,156.22,219.6,5714.42,87.74,0.0,31.95,5.0,Very Poor
2025-01-10 18:00:00,110.61,154.41,3791.81,74.71,0.0,21.22,5.0,Very Poor
2025-01-10 19:00:00,73.97,100.77,2243.04,53.47,0.12,12.76,4.0,Poor
2025-01-10 20:00:00,55.51,73.22,1548.77,35.64,0.69,8.82,4.0,Poor
2025-01-10 21:00:00,46.3,60.28,1281.74,26.39,0.96,7.87,3.0,Moderate
2025-01-10 22:00:00,39.45,52.98,1188.28,22.28,0.45,8.58,3.0,Moderate
2025-01-10 23:00:00,37.33,52.97,1295.09,20.39,0.07,10.49,3.0,Moderate
2025-01-11 00:00:00,48.92,72.72,2136.23,21.25,0.52,16.69,3.0,Moderate
2025-01-11 01:00:00,66.22,99.8,3631.59,27.42,0.72,26.94,4.0,Poor
2025-01-11 02:00:00,67.49,105.75,3898.62,33.24,0.92,32.42,4.0,Poor
2025-01-11 03:00:00,54.14,88.24,2830.51,40.44,3.93,33.86,4.0,Poor
2025-01-11 04:00:00,22.51,34.26,1054.76,33.24,26.46,25.27,2.0,Fair
2025-01-11 05:00:00,15.42,22.35,774.38,23.31,47.92,21.22,2.0,Fair
2025-01-11 06:00:00,14.79,20.85,761.03,21.42,61.51,21.46,2.0,Fair
2025-01-11 07:00:00,19.57,26.9,934.6,26.39,62.94,25.75,2.0,Fair
2025-01-11 08:00:00,27.53,36.85,1268.39,38.04,53.64,30.52,3.0,Moderate
2025-01-11 09:00:00,36.74,47.33,1682.28,55.52,41.13,36.24,3.0,Moderate
2025-01-11 10:00:00,54.52,69.56,3044.13,90.48,8.23,39.1,4.0,Poor
2025-01-11 11:00:00,72.14,94.33,4592.9,91.85,0.06,38.15,4.0,Poor
2025-01-11 12:00:00,81.95,112.25,4966.74,74.03,0.0,33.38,5.0,Very Poor
2025-01-11 13:00:00,91.28,131.81,4806.52,56.89,0.0,30.52,5.0,Very Poor
2025-01-11 14:00:00,81.34,127.92,3791.81,40.1,0.0,25.27,5.0,Very Poor
2025-01-11 15:00:00,63.02,108.65,2750.4,28.79,0.0,19.31,4.0,Poor
2025-01-11 16:00:00,44.43,78.42,2056.12,22.96,0.01,14.66,3.0,Moderate
2025-01-11 17:00:00,27.92,48.88,1562.12,19.36,0.03,10.97,3.0,Moderate
2025-01-11 18:00:00,18.47,31.88,1108.17,16.62,0.19,8.34,2.0,Fair
2025-01-11 19:00:00,13.69,24.3,787.73,14.39,1.42,6.68,2.0,Fair
2025-01-11 20:00:00,12.09,22.14,674.25,13.02,2.95,6.2,2.0,Fair
2025-01-11 21:00:00,11.58,21.52,640.87,12.51,3.13,6.32,2.0,Fair
2025-01-11 22:00:00,11.28,21.46,654.22,12.68,2.08,6.97,2.0,Fair
2025-01-11 23:00:00,12.21,23.32,767.71,13.19,0.78,8.11,2.0,Fair
2025-01-12 00:00:00,20.51,36.4,1348.5,14.05,1.11,12.4,2.0,Fair
2025-01-12 01:00:00,30.65,52.12,2269.74,18.16,0.72,19.07,3.0,Moderate
2025-01-12 02:00:00,31.77,55.58,2376.56,20.39,1.5,20.74,3.0,Moderate
2025-01-12 03:00:00,28.19,51.77,1895.9,23.31,3.31,19.31,3.0,Moderate
2025-01-12 04:00:00,13.67,23.5,1014.71,20.91,14.48,9.78,2.0,Fair
2025-01-12 05:00:00,9.79,15.35,827.79,16.96,23.25,7.27,1.0,Good
2025-01-12 06:00:00,8.04,12.3,787.73,15.59,25.39,6.44,1.0,Good
2025-01-12 07:00:00,6.42,10.33,747.68,14.05,22.53,5.66,1.0,Good
2025-01-12 08:00:00,5.98,10.18,767.71,14.57,16.81,6.14,1.0,Good
2025-01-12 09:00:00,6.43,11.21,854.49,16.45,11.62,7.09,1.0,Good
2025-01-12 10:00:00,12.74,22.42,1455.31,23.99,4.2,13.59,2.0,Fair
2025-01-12 11:00:00,18.89,33.81,1922.61,24.33,0.4,17.4,2.0,Fair
2025-01-12 12:00:00,21.38,38.85,1842.5,20.73,0.01,15.74,2.0,Fair
2025-01-12 13:00:00,25.0,45.51,1735.69,18.51,0.01,14.9,3.0,Moderate
2025-01-12 14:00:00,26.18,50.19,1588.82,17.14,0.01,13.71,3.0,Moderate
2025-01-12 15:00:00,26.4,52.54,1468.66,16.11,0.03,12.52,3.0,Moderate
2025-01-12 16:00:00,23.01,47.11,1375.2,15.25,0.04,11.21,2.0,Fair
2025-01-12 17:00:00,16.17,34.77,1134.87,14.39,0.08,9.3,2.0,Fair
2025-01-12 18:00:00,14.4,30.54,961.3,13.88,0.13,9.18,2.0,Fair
2025-01-12 19:00:00,13.12,27.74,787.73,13.19,0.34,8.58,2.0,Fair
2025-01-12 20:00:00,11.97,25.21,687.6,12.68,0.74,8.11,2.0,Fair
2025-01-12 21:00:00,11.51,24.17,647.54,12.68,1.05,8.23,2.0,Fair
2025-01-12 22:00:00,11.95,24.72,680.92,13.19,0.79,9.06,2.0,Fair
2025-01-12 23:00:00,13.67,27.22,807.76,13.88,0.34,10.13,2.0,Fair
2025-01-13 00:00:00,23.2,41.62,1415.25,15.08,0.25,14.42,2.0,Fair
2025-01-13 01:00:00,33.29,55.24,2376.56,17.82,0.51,20.74,3.0,Moderate
2025-01-13 02:00:00,32.99,54.8,2510.07,19.54,0.8,22.65,3.0,Moderate
2025-01-13 03:00:00,26.32,46.21,2029.42,19.54,1.61,20.5,3.0,Moderate
2025-01-13 04:00:00,12.46,21.82,1068.12,19.19,2.68,11.8,2.0,Fair
2025-01-13 05:00:00,10.65,17.72,961.3,20.91,2.28,13.23,2.0,Fair
2025-01-13 06:00:00,12.35,19.2,1014.71,25.36,1.7,17.88,2.0,Fair
2025-01-13 07:00:00,15.38,23.12,1108.17,31.87,2.62,22.65,2.0,Fair
2025-01-13 08:00:00,19.05,28.42,1321.79,37.01,3.76,24.08,2.0,Fair
2025-01-13 09:00:00,20.59,30.98,1602.17,36.67,2.28,21.93,2.0,Fair
2025-01-13 10:00:00,22.77,35.01,2109.53,32.56,0.66,20.5,2.0,Fair
2025-01-13 11:00:00,25.6,41.68,2483.37,28.79,0.09,20.98,3.0,Moderate
2025-01-13 12:00:00,28.76,49.04,2349.85,25.7,0.0,19.55,3.0,Moderate
2025-01-13 13:00:00,37.76,66.19,2403.26,24.33,0.0,21.46,3.0,Moderate
2025-01-13 14:00:00,42.63,78.06,2296.45,22.96,0.0,21.22,3.0,Moderate
2025-01-13 15:00:00,40.71,77.07,2029.42,20.56,0.0,18.6,3.0,Moderate
2025-01-13 16:00:00,34.76,67.87,1815.8,18.68,0.0,16.21,3.0,Moderate
2025-01-13 17:00:00,25.07,50.97,1548.77,17.48,0.01,13.59,3.0,Moderate
2025-01-13 18:00:00,19.95,40.97,1214.98,15.94,0.02,11.68,2.0,Fair
2025-01-13 19:00:00,17.29,35.29,961.3,14.57,0.08,9.89,2.0,Fair
2025-01-13 20:00:00,16.95,33.56,854.49,14.05,0.13,9.42,2.0,Fair
2025-01-13 21:00:00,18.23,35.07,854.49,14.22,0.11,10.01,2.0,Fair
2025-01-13 22:00:00,20.65,38.65,934.6,14.91,0.04,11.68,2.0,Fair
2025-01-13 23:00:00,24.36,43.51,1161.58,15.77,0.01,13.83,2.0,Fair
2025-01-14 00:00:00,40.71,67.06,2162.93,18.34,0.15,20.5,3.0,Moderate
2025-01-14 01:00:00,58.87,90.09,3738.4,22.96,0.39,29.8,4.0,Poor
2025-01-14 02:00:00,59.81,90.57,3898.62,25.7,0.73,32.42,4.0,Poor
2025-01-14 03:00:00,51.38,79.34,2964.02,27.08,1.5,30.99,4.0,Poor
2025-01-14 04:00:00,24.95,37.67,1441.96,28.45,2.1,21.22,2.0,Fair
2025-01-14 05:00:00,25.39,36.36,1375.2,34.62,2.19,24.56,3.0,Moderate
2025-01-14 06:00:00,30.99,42.67,1615.52,44.55,1.32,30.52,3.0,Moderate
2025-01-14 07:00:00,38.51,52.52,1949.31,53.47,2.5,33.86,3.0,Moderate
2025-01-14 08:00:00,41.62,57.25,2243.04,57.58,3.98,32.42,3.0,Moderate
2025-01-14 09:00:00,40.6,56.91,2563.48,55.52,3.4,29.09,3.0,Moderate
2025-01-14 10:00:00,46.63,67.82,3417.97,54.15,1.9,31.95,3.0,Moderate
2025-01-14 11:00:00,55.11,83.06,4219.06,50.72,0.34,34.81,4.0,Poor
2025-01-14 12:00:00,57.81,90.42,4005.43,41.13,0.0,30.99,4.0,Poor
2025-01-14 13:00:00,59.81,95.22,3471.37,32.9,0.0,27.18,4.0,Poor
2025-01-14 14:00:00,52.43,88.3,2723.69,27.08,0.0,22.41,4.0,Poor
2025-01-14 15:00:00,43.86,77.88,2109.53,23.31,0.0,18.36,3.0,Moderate
2025-01-14 16:00:00,35.11,64.01,1789.09,21.08,0.01,15.5,3.0,Moderate
2025-01-14 17:00:00,24.88,46.56,1468.66,19.19,0.01,12.64,2.0,Fair
2025-01-14 18:00:00,18.69,35.02,1108.17,16.79,0.06,10.25,2.0,Fair
2025-01-14 19:00:00,15.22,28.41,867.84,14.22,0.22,8.34,2.0,Fair
2025-01-14 20:00:00,14.5,26.64,787.73,12.34,0.2,8.23,2.0,Fair
2025-01-14 21:00:00,15.15,27.86,781.06,11.48,0.09,9.06,2.0,Fair
2025-01-14 22:00:00,17.62,31.38,881.2,11.14,0.02,10.49,2.0,Fair
2025-01-14 23:00:00,24.17,41.18,1201.63,11.65,0.0,12.87,2.0,Fair
2025-01-15 00:00:00,48.6,77.03,2563.48,14.22,0.15,21.22,3.0,Moderate
2025-01-15 01:00:00,83.91,128.63,5020.14,20.22,0.36,36.72,5.0,Very Poor
2025-01-15 02:00:00,95.85,150.36,5981.45,26.05,0.74,44.35,5.0,Very Poor
2025-01-15 03:00:00,81.92,134.57,4913.33,31.19,1.86,41.96,5.0,Very Poor
2025-01-15 04:00:00,21.97,38.75,1575.47,22.28,4.83,15.97,2.0,Fair
2025-01-15 05:00:00,12.31,22.34,1068.12,19.36,8.14,12.04,2.0,Fair
2025-01-15 06:00:00,11.06,19.39,1001.36,20.73,8.58,13.59,2.0,Fair
2025-01-15 07:00:00,11.39,18.59,974.66,23.65,7.96,16.45,2.0,Fair
2025-01-15 08:00:00,13.05,19.88,1054.76,28.79,7.78,19.07,2.0,Fair
2025-01-15 09:00:00,15.19,22.31,1188.28,33.93,9.39,21.22,2.0,Fair
2025-01-15 10:00:00,25.86,36.41,2082.82,46.61,8.49,28.85,3.0,Moderate
2025-01-15 11:00:00,46.89,66.05,3738.4,61.69,0.85,38.15,3.0,Moderate
2025-01-15 12:00:00,62.99,92.37,4432.68,53.47,0.0,36.72,4.0,Poor
2025-01-15 13:00:00,76.07,116.6,4539.49,40.44,0.0,34.81,5.0,Very Poor
2025-01-15 14:00:00,74.96,123.87,3898.62,30.85,0.0,30.04,4.0,Poor
